Type,Debt,Introduce Date,Introduce Author,Introduce Comment,Remove Date,Remove Author,Remove Comment,Introduce ID,Remove ID
DESIGN,// TODO: use different thread ?,2009-11-26,Costin Manolache,"Proxy service - CONNECT doesn't seem to work ( probably because it didn't have a test ), the rest works pretty well. Also includes a small socks server I used while testing. Almost all work is non-blocking and done in the selector thread.",2014-11-03,Mark Emlyn David Thomas,Drop tomcat-lite module. It never saw a release and has not seen meaningful development for over 4 years. The module remains in 8.0.x/trunk should someone wish to start it up again.,3776393905ac388e684c9a0880905230a4d768a2,c77f96a0bda66881199b3f2d4f2740a1667a9704
DESIGN,// TODO: use JMX/DynamicObject to get all public info,2010-01-13,Costin Manolache,"Moved the connection pool to a top level class and started to add more code. Still missing is evicting kept-alive connections and queueing to limit the number of active requests per host ( and probably more ). Started to make spdy more like a part of a http request - i.e. upgrade if supported by both ends, etc.  Now load tests seem to work - no more OOM. Due to compression spdy it's using more memory per connection, current tests don't enable compression ( it's accepted for incoming connections ).",2014-11-03,Mark Emlyn David Thomas,Drop tomcat-lite module. It never saw a release and has not seen meaningful development for over 4 years. The module remains in 8.0.x/trunk should someone wish to start it up again.,77cd50489f851c91f1d1b17000ebf1e6ce643020,c77f96a0bda66881199b3f2d4f2740a1667a9704
DESIGN,"// FIXME - ""*"" entries are not handled",2009-04-04,Costin Manolache,"First batch, based on sandbox. The main change is adding the ObjectManager to abstract configuration/JMX/integration, and replace some filters with explicit interfaces, as was suggested. This has dependencies on coyote and tomcat-util, and some optional servlets/filters/plugins to provide various features from the spec.",2014-11-03,Mark Emlyn David Thomas,Drop tomcat-lite module. It never saw a release and has not seen meaningful development for over 4 years. The module remains in 8.0.x/trunk should someone wish to start it up again.,09b640ee06ce6e9fd93b493f5faf2ef99543c64b,c77f96a0bda66881199b3f2d4f2740a1667a9704
DESIGN,"/**
tomcat,     * Tomcat needs a directory for temp files. This should be the 
tomcat,     * first method called. 
tomcat,     * 
tomcat,     * By default, if this method is not called, we use:
tomcat,     *  - system properties - catalina.base, catalina.home 
tomcat,     *  - $HOME/tomcat.$PORT
tomcat,     * ( /tmp doesn't seem a good choice for security ).
tomcat,     *   
tomcat,     *
tomcat,     * TODO: better default ? Maybe current dir ? 
tomcat,     * TODO: disable work dir if not needed ( no jsp, etc ).
tomcat,     */",2008-07-17,Costin Manolache,"Add a non-config starter for tomcat. All you need is the classpath including tomcat and the servlets - no config file. There is a requirement for a temp directory - the spec requires that webapps are provided with one I believe. It is possible to remove this or do it lazily or have some default in /tmp, if anyone wants to.",2014-11-03,Mark Emlyn David Thomas,Drop tomcat-lite module. It never saw a release and has not seen meaningful development for over 4 years. The module remains in 8.0.x/trunk should someone wish to start it up again.,6bf407a064aaf236ac8ae82a87f4140a64dd0a6a,c77f96a0bda66881199b3f2d4f2740a1667a9704
DESIGN,"/** 
tomcat,     * Add a context - programmatic mode, no web.xml used.
tomcat,     *
tomcat,     * API calls equivalent with web.xml:
tomcat,     * 
tomcat,     * context-param
tomcat,     *  ctx.addParameter(""name"", ""value"");
tomcat,     *     
tomcat,     *
tomcat,     * error-page
tomcat,     *    ErrorPage ep = new ErrorPage();
tomcat,     *    ep.setErrorCode(500);
tomcat,     *    ep.setLocation(""/error.html"");
tomcat,     *    ctx.addErrorPage(ep);
tomcat,     *   
tomcat,     * ctx.addMimeMapping(""ext"", ""type"");
tomcat,     *  
tomcat,     * TODO: add the rest
tomcat,     *
tomcat,     *  @param host NULL for the 'default' host
tomcat,     *  @param contextPath ""/"" for root context.
tomcat,     *  @param dir base dir for the context, for static files. Must exist, 
tomcat,     *  relative to the server home
tomcat,     */",2008-07-17,Costin Manolache,"Add a non-config starter for tomcat. All you need is the classpath including tomcat and the servlets - no config file. There is a requirement for a temp directory - the spec requires that webapps are provided with one I believe. It is possible to remove this or do it lazily or have some default in /tmp, if anyone wants to.",2009-05-21,Mark Emlyn David Thomas,Make a few methods static so they can easily be used from other classes (like LifecycleListeners) Add a note about manual context configuration and reload.,6bf407a064aaf236ac8ae82a87f4140a64dd0a6a,2ba5910acfe03815b1eeaa7e162ff88735e0b0f1
DESIGN,"/** Init default servlets for the context. This should be the programmatic
tomcat,     * equivalent of the default web.xml. 
tomcat,     * 
tomcat,     *  TODO: in normal tomcat, if default-web.xml is not found, use this 
tomcat,     *  method
tomcat,     */",2008-07-17,Costin Manolache,"Add a non-config starter for tomcat. All you need is the classpath including tomcat and the servlets - no config file. There is a requirement for a temp directory - the spec requires that webapps are provided with one I believe. It is possible to remove this or do it lazily or have some default in /tmp, if anyone wants to.",2009-06-15,Mark Emlyn David Thomas,Align programmatic web.xml defaults with conf/web.xml Don't set anything that is already set by default Switch to a context listener for the defaults so they get applied on re-load,6bf407a064aaf236ac8ae82a87f4140a64dd0a6a,8f6a9e7f4dfb7432bdd2aa8691f596d9ff533853
DESIGN,"/** 
tomcat,     * Add a context - programmatic mode, no web.xml used.
tomcat,     *
tomcat,     * API calls equivalent with web.xml:
tomcat,     * 
tomcat,     * context-param
tomcat,     *  ctx.addParameter(""name"", ""value"");
tomcat,     *     
tomcat,     *
tomcat,     * error-page
tomcat,     *    ErrorPage ep = new ErrorPage();
tomcat,     *    ep.setErrorCode(500);
tomcat,     *    ep.setLocation(""/error.html"");
tomcat,     *    ctx.addErrorPage(ep);
tomcat,     *   
tomcat,     * ctx.addMimeMapping(""ext"", ""type"");
tomcat,     * 
tomcat,     * Note: If you reload the Context, all your configuration will be lost. If
tomcat,     * you need reload support, consider using a LifecycleListener to provide
tomcat,     * your configuration.
tomcat,     *  
tomcat,     * TODO: add the rest
tomcat,     *
tomcat,     *  @param host NULL for the 'default' host
tomcat,     *  @param contextPath ""/"" for root context.
tomcat,     *  @param dir base dir for the context, for static files. Must exist, 
tomcat,     *  relative to the server home
tomcat,     */",2009-05-21,Mark Emlyn David Thomas,Make a few methods static so they can easily be used from other classes (like LifecycleListeners) Add a note about manual context configuration and reload.,2009-11-05,Mark Emlyn David Thomas,Fix https://issues.apache.org/bugzilla/show_bug.cgi?id=48139 Correct javadoc - patch provided by sebb Also fix remaining Eclipse warnings,2ba5910acfe03815b1eeaa7e162ff88735e0b0f1,ab3620ca26fff3333b703ee632bed3ffd8b6a3d3
DESIGN,"/**
tomcat,     * Provide default configuration for a context. This is the programmatic
tomcat,     * equivalent of the default web.xml. 
tomcat,     * 
tomcat,     *  TODO: in normal tomcat, if default-web.xml is not found, use this 
tomcat,     *  method
tomcat,     */",2009-06-15,Mark Emlyn David Thomas,Align programmatic web.xml defaults with conf/web.xml Don't set anything that is already set by default Switch to a context listener for the defaults so they get applied on re-load,2009-09-15,Mark Emlyn David Thomas,Fix https://issues.apache.org/bugzilla/show_bug.cgi?id=47820 Add non-static versions of static methods,8f6a9e7f4dfb7432bdd2aa8691f596d9ff533853,6cce550cc4f6f1a1138ec4b6796eaf4f75e5602d
DESIGN,"/**
tomcat,     * Provide default configuration for a context. This is the programmatic
tomcat,     * equivalent of the default web.xml. 
tomcat,     * 
tomcat,     *  TODO: in normal tomcat, if default-web.xml is not found, use this 
tomcat,     *  method
tomcat,     *  
tomcat,     * @param contextPath   The context to set the defaults for
tomcat,     */",2009-09-15,Mark Emlyn David Thomas,Fix https://issues.apache.org/bugzilla/show_bug.cgi?id=47820 Add non-static versions of static methods,2014-11-03,Mark Emlyn David Thomas,Drop tomcat-lite module. It never saw a release and has not seen meaningful development for over 4 years. The module remains in 8.0.x/trunk should someone wish to start it up again.,6cce550cc4f6f1a1138ec4b6796eaf4f75e5602d,c77f96a0bda66881199b3f2d4f2740a1667a9704
DESIGN,"/** 
tomcat,     * Add a context - programmatic mode, no web.xml used.
tomcat,     *
tomcat,     * API calls equivalent with web.xml:
tomcat,     * 
tomcat,     * context-param
tomcat,     *  ctx.addParameter(""name"", ""value"");
tomcat,     *     
tomcat,     *
tomcat,     * error-page
tomcat,     *    ErrorPage ep = new ErrorPage();
tomcat,     *    ep.setErrorCode(500);
tomcat,     *    ep.setLocation(""/error.html"");
tomcat,     *    ctx.addErrorPage(ep);
tomcat,     *   
tomcat,     * ctx.addMimeMapping(""ext"", ""type"");
tomcat,     * 
tomcat,     * Note: If you reload the Context, all your configuration will be lost. If
tomcat,     * you need reload support, consider using a LifecycleListener to provide
tomcat,     * your configuration.
tomcat,     *  
tomcat,     * TODO: add the rest
tomcat,     *
tomcat,     *  @param contextPath ""/"" for root context.
tomcat,     *  @param baseDir base dir for the context, for static files. Must exist, 
tomcat,     *  relative to the server home
tomcat,     */",2009-11-05,Mark Emlyn David Thomas,Fix https://issues.apache.org/bugzilla/show_bug.cgi?id=48139 Correct javadoc - patch provided by sebb Also fix remaining Eclipse warnings,2014-11-03,Mark Emlyn David Thomas,Drop tomcat-lite module. It never saw a release and has not seen meaningful development for over 4 years. The module remains in 8.0.x/trunk should someone wish to start it up again.,ab3620ca26fff3333b703ee632bed3ffd8b6a3d3,c77f96a0bda66881199b3f2d4f2740a1667a9704
DESIGN,// TODO: move to a servlet,2009-12-14,Costin Manolache,"One more week of (almost 20%) hacking on tomcat-lite: - protocol handler is almost useable with both tomcat7 and 6.x. It's missing most options of the other connectors - will need to select what fits with 'lite', SSL is not hooked - run the old watchdog tests ( in junit form ) - they seem to catch few problems, improved a bit the runner to make eclipse happy. - few load tests - and associated fixes.",2014-11-03,Mark Emlyn David Thomas,Drop tomcat-lite module. It never saw a release and has not seen meaningful development for over 4 years. The module remains in 8.0.x/trunk should someone wish to start it up again.,2b3968f58dfe862e21b134093eb6af02ab73d72a,c77f96a0bda66881199b3f2d4f2740a1667a9704
DESIGN,"// TODO: simpler API ( 'allowSpdy', etc ) - after negotiation is impl",2010-01-06,Costin Manolache,"More work on tomcat-lite connector: more experimenting with spdy, few more tests and fixes.",2010-01-13,Costin Manolache,"Moved the connection pool to a top level class and started to add more code. Still missing is evicting kept-alive connections and queueing to limit the number of active requests per host ( and probably more ). Started to make spdy more like a part of a http request - i.e. upgrade if supported by both ends, etc.  Now load tests seem to work - no more OOM. Due to compression spdy it's using more memory per connection, current tests don't enable compression ( it's accepted for incoming connections ).",3b9dda1a7dd7aa3e0a5ded5ed42698827840ac8a,77cd50489f851c91f1d1b17000ebf1e6ce643020
